Hostname,OS,Version,Software,IP Address,Asset Tag,Owner,Environment,Location,Lifecycle Status,Patch Level,Last Scanned,Criticality,Business Service,Installed Software,Security Agent Status,Backup Status,Running Services,Normalized OS,Normalized Software
dc-server-295,Linux Server,Debian 11,SQL Server,10.0.2.42,SYS-000295,user38@example.com,Dev,DAL1-RK05-U15,Maintenance,2025-04-01,2025-04-15,High,Web Portal,"CrowdStrike, Nessus, .NET",Offline,Success (Last: 2025-04-16),"MSSQL, W3SVC, Ansible",Windows Server,".NET, CROWDSTRIKE, SQL SERVER"
dc-server-296,Windows Server,2019,Nginx,10.0.2.43,SYS-000296,user52@example.com,Production,DAL1-RK06-U14,In Use,2025-04-03,2025-04-20,High,Billing,"Nessus, CrowdStrike, .NET",Online,Success (Last: 2025-04-20),"W3SVC, CrowdStrikeSensor, Ansible",Windows Server,".NET, CROWDSTRIKE, NGINX"
dc-server-297,Windows Server,2019,SQL Server,10.0.2.44,SYS-000297,user17@example.com,QA,DAL1-RK09-U09,Maintenance,2025-04-02,2025-04-14,High,Web Portal,"Node.js, CrowdStrike, .NET",Offline,Success (Last: 2025-04-20),"Puppet, MSSQL, Ansible",Windows Server,".NET, CROWDSTRIKE, NODE.JS, SQL SERVER"
dc-server-298,Windows Server,2022,Node.js,10.0.2.45,SYS-000298,user82@example.com,Dev,DAL1-RK01-U20,Maintenance,2025-03-22,2025-04-14,High,ERP,"CrowdStrike, Node.js, .NET",Offline,Success (Last: 2025-04-20),"CrowdStrikeSensor, Ansible, W3SVC",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-299,Windows Server,2022,Tomcat,10.0.2.46,SYS-000299,user45@example.com,Dev,DAL1-RK12-U04,Maintenance,2025-03-25,2025-04-14,Medium,HRMS,"Nessus, Node.js, Tenable",Online,Success (Last: 2025-04-17),"MSSQL, Docker, Puppet",Linux Server,"DOCKER, NODE.JS, TOMCAT"
dc-server-300,Windows Server,2022,IIS,10.0.2.47,SYS-000300,user83@example.com,Dev,DAL1-RK20-U18,Maintenance,2025-04-09,2025-04-14,High,Analytics,"Tenable, .NET, CrowdStrike",Offline,Success (Last: 2025-04-16),"W3SVC, Ansible, MSSQL",Windows Server,".NET, CROWDSTRIKE, IIS"
dc-server-301,Windows Server,2022,SQL Server,10.0.2.48,SYS-000301,user44@example.com,Dev,DAL1-RK14-U11,In Use,2025-04-09,2025-04-21,Medium,HRMS,"Java, CrowdStrike, .NET",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, Ansible, Puppet",Windows Server,".NET, CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-302,Windows Server,2022,Node.js,10.0.2.49,SYS-000302,user57@example.com,Production,DAL1-RK04-U09,In Use,2025-04-10,2025-04-20,Low,Web Portal,"Tenable, .NET, CrowdStrike",Online,Success (Last: 2025-04-18),"Puppet, W3SVC, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, NODE.JS"
dc-server-303,Linux Server,Ubuntu 20.04,Nginx,10.0.2.50,SYS-000303,user58@example.com,Production,DAL1-RK07-U02,Maintenance,2025-04-13,2025-04-20,High,ERP,"Java, Node.js, Tenable",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, Ansible, MSSQL",Cross-platform,"CROWDSTRIKE, JAVA, NGINX, NODE.JS"
dc-server-304,Linux Server,Debian 11,Apache,10.0.2.51,SYS-000304,user93@example.com,Production,DAL1-RK20-U12,In Use,2025-04-05,2025-04-17,Low,Web Portal,"Nessus, Tenable, Java",Online,Success (Last: 2025-04-18),"Puppet, Docker, Ansible",Linux Server,"APACHE, DOCKER, JAVA"
dc-server-305,Linux Server,Debian 11,SQL Server,10.0.2.52,SYS-000305,user3@example.com,Dev,DAL1-RK07-U19,Maintenance,2025-03-25,2025-04-14,Medium,Analytics,".NET, Java, Node.js",Online,Success (Last: 2025-04-20),"MSSQL, Ansible, Docker",Windows Server,".NET, DOCKER, JAVA, NODE.JS, SQL SERVER"
dc-server-306,Linux Server,Ubuntu 20.04,Node.js,10.0.2.53,SYS-000306,user56@example.com,Dev,DAL1-RK16-U16,Maintenance,2025-03-25,2025-04-14,High,Web Portal,"Nessus, Java, Tenable",Offline,Success (Last: 2025-04-16),"Ansible, Docker, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-307,Windows Server,2019,Docker,10.0.2.54,SYS-000307,user66@example.com,Dev,DAL1-RK09-U20,Maintenance,2025-04-13,2025-04-21,High,Web Portal,".NET, Node.js, Java",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, Docker, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-308,Linux Server,Debian 11,Nginx,10.0.2.55,SYS-000308,user40@example.com,Dev,DAL1-RK10-U12,In Use,2025-03-26,2025-04-18,High,Analytics,"CrowdStrike, .NET, Nessus",Offline,Success (Last: 2025-04-21),"Docker, MSSQL, Ansible",Windows Server,".NET, CROWDSTRIKE, DOCKER, NGINX"
dc-server-309,Windows Server,2019,Tomcat,10.0.2.56,SYS-000309,user44@example.com,Production,DAL1-RK08-U01,Maintenance,2025-03-29,2025-04-19,Low,ERP,"Tenable, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-20),"MSSQL, Ansible, Puppet",Cross-platform,"CROWDSTRIKE, TOMCAT"
dc-server-310,Windows Server,2022,Tomcat,10.0.2.57,SYS-000310,user22@example.com,Dev,DAL1-RK12-U20,In Use,2025-04-17,2025-04-18,Medium,Analytics,"CrowdStrike, Tenable, Nessus",Online,Success (Last: 2025-04-17),"Ansible, MSSQL, W3SVC",Cross-platform,"CROWDSTRIKE, TOMCAT"
dc-server-311,Windows Server,2019,Node.js,10.0.2.58,SYS-000311,user29@example.com,Dev,DAL1-RK20-U06,Maintenance,2025-03-24,2025-04-20,Medium,HRMS,"Java, Tenable, Node.js",Online,Success (Last: 2025-04-21),"MSSQL, Puppet, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, JAVA, NODE.JS"
dc-server-312,Linux Server,Ubuntu 20.04,SQL Server,10.0.2.59,SYS-000312,user11@example.com,QA,DAL1-RK16-U18,In Use,2025-03-26,2025-04-20,High,ERP,"Nessus, Tenable, Node.js",Online,Success (Last: 2025-04-17),"W3SVC, Ansible, Puppet",Windows Server,"NODE.JS, SQL SERVER"
dc-server-313,Linux Server,RHEL 8,SQL Server,10.0.2.60,SYS-000313,user28@example.com,QA,DAL1-RK19-U15,In Use,2025-03-23,2025-04-19,Medium,Analytics,"Java, Nessus, CrowdStrike",Online,Success (Last: 2025-04-21),"Ansible, MSSQL, Docker",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
dc-server-314,Windows Server,2019,Node.js,10.0.2.61,SYS-000314,user25@example.com,Production,DAL1-RK18-U03,In Use,2025-04-01,2025-04-20,Low,Billing,"Node.js, Tenable, CrowdStrike",Online,Success (Last: 2025-04-20),"Ansible, W3SVC, Puppet",Cross-platform,"CROWDSTRIKE, NODE.JS"
dc-server-315,Windows Server,2022,SQL Server,10.0.2.62,SYS-000315,user27@example.com,Production,DAL1-RK12-U07,In Use,2025-03-24,2025-04-16,High,Billing,"Java, .NET, Node.js",Offline,Success (Last: 2025-04-21),"Ansible, Puppet, Docker",Windows Server,".NET, DOCKER, JAVA, NODE.JS, SQL SERVER"
dc-server-316,Linux Server,Ubuntu 20.04,Redis,10.0.2.63,SYS-000316,user57@example.com,QA,DAL1-RK01-U05,Maintenance,2025-04-11,2025-04-14,High,HRMS,"Nessus, Tenable, Java",Offline,Success (Last: 2025-04-19),"MSSQL, Ansible, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, JAVA, REDIS"
dc-server-317,Windows Server,2019,Tomcat,10.0.2.64,SYS-000317,user75@example.com,QA,DAL1-RK18-U05,In Use,2025-04-08,2025-04-18,High,ERP,".NET, Java, Tenable",Offline,Success (Last: 2025-04-18),"MSSQL, Ansible, Puppet",Windows Server,".NET, JAVA, TOMCAT"
dc-server-318,Windows Server,2022,Tomcat,10.0.2.65,SYS-000318,user89@example.com,Dev,DAL1-RK17-U14,In Use,2025-04-09,2025-04-21,High,ERP,".NET, CrowdStrike, Tenable",Online,Success (Last: 2025-04-21),"W3SVC, Ansible, MSSQL",Windows Server,".NET, CROWDSTRIKE, TOMCAT"
dc-server-319,Windows Server,2022,Docker,10.0.2.66,SYS-000319,user74@example.com,QA,DAL1-RK06-U19,In Use,2025-03-30,2025-04-17,Medium,Web Portal,".NET, Java, Tenable",Online,Success (Last: 2025-04-21),"Ansible, MSSQL, Puppet",Windows Server,".NET, DOCKER, JAVA"
dc-server-320,Linux Server,RHEL 8,Node.js,10.0.2.67,SYS-000320,user12@example.com,QA,DAL1-RK14-U11,Maintenance,2025-04-14,2025-04-14,Medium,ERP,"Tenable, .NET, Java",Online,Success (Last: 2025-04-21),"Docker, W3SVC, Puppet",Windows Server,".NET, DOCKER, JAVA, NODE.JS"
dc-server-321,Linux Server,Debian 11,Tomcat,10.0.2.68,SYS-000321,user1@example.com,Production,DAL1-RK11-U12,In Use,2025-04-06,2025-04-20,High,Analytics,"Tenable, .NET, CrowdStrike",Online,Success (Last: 2025-04-17),"W3SVC, Docker, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER, TOMCAT"
dc-server-322,Linux Server,Ubuntu 20.04,Apache,10.0.2.69,SYS-000322,user34@example.com,QA,DAL1-RK10-U10,In Use,2025-04-03,2025-04-20,High,Web Portal,"Java, Nessus, Tenable",Online,Success (Last: 2025-04-17),"Puppet, Ansible, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
dc-server-323,Linux Server,Ubuntu 20.04,IIS,10.0.2.70,SYS-000323,user95@example.com,Dev,DAL1-RK08-U09,In Use,2025-04-15,2025-04-16,Low,Analytics,"Java, Tenable, .NET",Online,Success (Last: 2025-04-18),"Puppet, W3SVC, Ansible",Windows Server,".NET, IIS, JAVA"
dc-server-324,Windows Server,2022,Docker,10.0.2.71,SYS-000324,user12@example.com,Production,DAL1-RK02-U12,Maintenance,2025-03-23,2025-04-15,Low,HRMS,"Node.js, Nessus, Tenable",Online,Success (Last: 2025-04-21),"Ansible, Docker, MSSQL",Linux Server,"DOCKER, NODE.JS"
dc-server-325,Linux Server,Ubuntu 20.04,SQL Server,10.0.2.72,SYS-000325,user17@example.com,Production,DAL1-RK12-U18,Maintenance,2025-04-17,2025-04-21,Low,ERP,"Java, CrowdStrike, .NET",Online,Success (Last: 2025-04-16),"Docker, W3SVC, Puppet",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
dc-server-326,Linux Server,Debian 11,IIS,10.0.2.73,SYS-000326,user73@example.com,Dev,DAL1-RK13-U04,Maintenance,2025-04-21,2025-04-20,High,Billing,"Tenable, .NET, Java",Offline,Success (Last: 2025-04-17),"Puppet, Ansible, MSSQL",Windows Server,".NET, IIS, JAVA"
dc-server-327,Windows Server,2019,Apache,10.0.2.74,SYS-000327,user77@example.com,Dev,DAL1-RK13-U08,Maintenance,2025-04-05,2025-04-17,Low,HRMS,"Tenable, Java, Nessus",Online,Success (Last: 2025-04-18),"Puppet, MSSQL, CrowdStrikeSensor",Cross-platform,"APACHE, CROWDSTRIKE, JAVA"
dc-server-328,Linux Server,Debian 11,Redis,10.0.2.75,SYS-000328,user58@example.com,Production,DAL1-RK04-U20,In Use,2025-04-07,2025-04-16,Low,Analytics,"Tenable, Node.js, Nessus",Online,Success (Last: 2025-04-19),"MSSQL, W3SVC, Ansible",Linux Server,"NODE.JS, REDIS"
dc-server-329,Linux Server,RHEL 8,Tomcat,10.0.2.76,SYS-000329,user70@example.com,Production,DAL1-RK19-U07,Maintenance,2025-04-10,2025-04-17,Low,Analytics,"Tenable, Node.js, Java",Online,Success (Last: 2025-04-18),"MSSQL, Docker, CrowdStrikeSensor",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS, TOMCAT"
dc-server-330,Windows Server,2022,Docker,10.0.2.77,SYS-000330,user37@example.com,Production,DAL1-RK01-U03,In Use,2025-04-01,2025-04-20,Low,Analytics,".NET, Node.js, Nessus",Online,Success (Last: 2025-04-17),"Puppet, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-331,Linux Server,RHEL 8,Apache,10.0.2.78,SYS-000331,user30@example.com,Production,DAL1-RK16-U12,In Use,2025-04-01,2025-04-20,Medium,HRMS,"Tenable, Java, .NET",Offline,Success (Last: 2025-04-16),"Docker, MSSQL, CrowdStrikeSensor",Windows Server,".NET, APACHE, CROWDSTRIKE, DOCKER, JAVA"
dc-server-332,Linux Server,Debian 11,Docker,10.0.2.79,SYS-000332,user100@example.com,Production,DAL1-RK03-U17,Maintenance,2025-04-20,2025-04-19,High,HRMS,"Node.js, Java, CrowdStrike",Offline,Success (Last: 2025-04-16),"W3SVC, CrowdStrikeSensor, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-333,Windows Server,2022,Tomcat,10.0.2.80,SYS-000333,user56@example.com,QA,DAL1-RK12-U18,In Use,2025-03-30,2025-04-16,Medium,HRMS,".NET, Java, Tenable",Offline,Success (Last: 2025-04-20),"MSSQL, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, JAVA, TOMCAT"
dc-server-334,Linux Server,Ubuntu 20.04,Nginx,10.0.2.81,SYS-000334,user8@example.com,Production,DAL1-RK05-U15,Maintenance,2025-03-27,2025-04-17,Low,ERP,"Nessus, CrowdStrike, Tenable",Online,Success (Last: 2025-04-17),"MSSQL, Docker, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, NGINX"
dc-server-335,Windows Server,2022,Node.js,10.0.2.82,SYS-000335,user15@example.com,Dev,DAL1-RK10-U06,In Use,2025-03-24,2025-04-18,Low,Analytics,"CrowdStrike, Node.js, .NET",Online,Success (Last: 2025-04-16),"Docker, CrowdStrikeSensor, W3SVC",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-336,Linux Server,Ubuntu 20.04,Docker,10.0.2.83,SYS-000336,user57@example.com,Dev,DAL1-RK19-U19,Maintenance,2025-03-31,2025-04-15,Medium,Web Portal,".NET, Nessus, Node.js",Offline,Success (Last: 2025-04-19),"CrowdStrikeSensor, W3SVC, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-337,Windows Server,2019,SQL Server,10.0.2.84,SYS-000337,user74@example.com,QA,DAL1-RK01-U01,Maintenance,2025-04-16,2025-04-17,Low,ERP,"CrowdStrike, .NET, Java",Online,Success (Last: 2025-04-21),"W3SVC, MSSQL, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, SQL SERVER"
dc-server-338,Linux Server,RHEL 8,SQL Server,10.0.2.85,SYS-000338,user44@example.com,QA,DAL1-RK03-U08,Maintenance,2025-04-06,2025-04-16,High,Billing,"Node.js, CrowdStrike, Java",Offline,Success (Last: 2025-04-16),"CrowdStrikeSensor, Docker, Ansible",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS, SQL SERVER"
dc-server-339,Windows Server,2022,Docker,10.0.2.86,SYS-000339,user66@example.com,QA,DAL1-RK10-U13,Maintenance,2025-04-01,2025-04-18,Medium,ERP,"CrowdStrike, .NET, Tenable",Online,Success (Last: 2025-04-17),"MSSQL, Docker, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, DOCKER"
dc-server-340,Linux Server,Ubuntu 20.04,Node.js,10.0.2.87,SYS-000340,user73@example.com,QA,DAL1-RK07-U19,In Use,2025-03-28,2025-04-21,Medium,Web Portal,"CrowdStrike, Tenable, Node.js",Offline,Success (Last: 2025-04-16),"Docker, Ansible, W3SVC",Cross-platform,"CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-341,Windows Server,2022,Tomcat,10.0.2.88,SYS-000341,user64@example.com,QA,DAL1-RK11-U02,In Use,2025-04-05,2025-04-21,Low,Analytics,".NET, Tenable, CrowdStrike",Offline,Success (Last: 2025-04-21),"W3SVC, Ansible, MSSQL",Windows Server,".NET, CROWDSTRIKE, TOMCAT"
dc-server-342,Windows Server,2019,Apache,10.0.2.89,SYS-000342,user15@example.com,Dev,DAL1-RK12-U10,Maintenance,2025-04-03,2025-04-14,High,ERP,"Java, Node.js, Nessus",Online,Success (Last: 2025-04-16),"CrowdStrikeSensor, Ansible, Docker",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER, JAVA, NODE.JS"
dc-server-343,Linux Server,Ubuntu 20.04,Nginx,10.0.2.90,SYS-000343,user46@example.com,QA,DAL1-RK15-U04,In Use,2025-04-08,2025-04-15,High,ERP,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-17),"CrowdStrikeSensor, MSSQL, Ansible",Cross-platform,"CROWDSTRIKE, NGINX, NODE.JS"
dc-server-344,Windows Server,2019,Docker,10.0.2.91,SYS-000344,user64@example.com,QA,DAL1-RK18-U08,In Use,2025-04-19,2025-04-17,High,HRMS,"Java, CrowdStrike, Tenable",Online,Success (Last: 2025-04-19),"W3SVC, Puppet, Docker",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
dc-server-345,Windows Server,2022,Node.js,10.0.2.92,SYS-000345,user35@example.com,Dev,DAL1-RK03-U11,In Use,2025-03-23,2025-04-19,Low,Analytics,".NET, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-16),"CrowdStrikeSensor, MSSQL, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-346,Linux Server,RHEL 8,Tomcat,10.0.2.93,SYS-000346,user95@example.com,QA,DAL1-RK08-U04,In Use,2025-04-11,2025-04-16,High,Analytics,"Nessus, CrowdStrike, Tenable",Online,Success (Last: 2025-04-20),"CrowdStrikeSensor, Docker, Ansible",Cross-platform,"CROWDSTRIKE, DOCKER, TOMCAT"
dc-server-347,Windows Server,2022,Tomcat,10.0.2.94,SYS-000347,user92@example.com,Production,DAL1-RK16-U07,Maintenance,2025-04-16,2025-04-18,Low,Billing,"Tenable, .NET, Node.js",Offline,Success (Last: 2025-04-19),"W3SVC, CrowdStrikeSensor, Docker",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS, TOMCAT"
dc-server-348,Linux Server,Ubuntu 20.04,Apache,10.0.2.95,SYS-000348,user55@example.com,Dev,DAL1-RK03-U02,Maintenance,2025-03-29,2025-04-17,Low,Analytics,"CrowdStrike, Node.js, Tenable",Offline,Success (Last: 2025-04-16),"Ansible, Docker, W3SVC",Cross-platform,"APACHE, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-349,Linux Server,Debian 11,Docker,10.0.2.96,SYS-000349,user75@example.com,Production,DAL1-RK19-U12,In Use,2025-03-24,2025-04-15,Low,ERP,"CrowdStrike, .NET, Node.js",Online,Success (Last: 2025-04-17),"Docker, Ansible, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER, NODE.JS"
dc-server-350,Windows Server,2022,IIS,10.0.2.97,SYS-000350,user76@example.com,Dev,DAL1-RK16-U03,Maintenance,2025-04-05,2025-04-19,High,Analytics,"Node.js, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-17),"Docker, W3SVC, MSSQL",Windows Server,"CROWDSTRIKE, DOCKER, IIS, NODE.JS"
dc-server-351,Linux Server,RHEL 8,IIS,10.0.2.98,SYS-000351,user77@example.com,QA,DAL1-RK19-U03,Maintenance,2025-04-16,2025-04-14,Medium,HRMS,"CrowdStrike, .NET, Java",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, W3SVC, Ansible",Windows Server,".NET, CROWDSTRIKE, IIS, JAVA"
dc-server-352,Linux Server,Debian 11,Docker,10.0.2.99,SYS-000352,user13@example.com,Production,DAL1-RK12-U12,Maintenance,2025-04-17,2025-04-14,Medium,Billing,".NET, CrowdStrike, Tenable",Online,Success (Last: 2025-04-19),"CrowdStrikeSensor, Docker, MSSQL",Windows Server,".NET, CROWDSTRIKE, DOCKER"
dc-server-353,Linux Server,Ubuntu 20.04,IIS,10.0.2.100,SYS-000353,user72@example.com,Dev,DAL1-RK01-U04,Maintenance,2025-04-15,2025-04-17,Medium,Billing,"Java, Nessus, .NET",Online,Success (Last: 2025-04-18),"Ansible, Docker, W3SVC",Windows Server,".NET, DOCKER, IIS, JAVA"
dc-server-354,Linux Server,RHEL 8,Apache,10.0.2.101,SYS-000354,user81@example.com,QA,DAL1-RK02-U07,In Use,2025-03-23,2025-04-20,Low,HRMS,"Java, .NET, Node.js",Offline,Success (Last: 2025-04-16),"MSSQL, Ansible, Puppet",Windows Server,".NET, APACHE, JAVA, NODE.JS"
dc-server-355,Linux Server,Debian 11,Docker,10.0.2.102,SYS-000355,user29@example.com,QA,DAL1-RK14-U11,In Use,2025-04-15,2025-04-15,Medium,HRMS,".NET, Node.js, Nessus",Offline,Success (Last: 2025-04-21),"Ansible, W3SVC, Docker",Windows Server,".NET, DOCKER, NODE.JS"
dc-server-356,Linux Server,Debian 11,Tomcat,10.0.2.103,SYS-000356,user92@example.com,QA,DAL1-RK16-U02,In Use,2025-04-10,2025-04-18,Low,Web Portal,"Node.js, Java, Tenable",Offline,Success (Last: 2025-04-18),"W3SVC, Docker, Ansible",Linux Server,"DOCKER, JAVA, NODE.JS, TOMCAT"
dc-server-357,Linux Server,Ubuntu 20.04,Docker,10.0.2.104,SYS-000357,user27@example.com,QA,DAL1-RK07-U18,In Use,2025-04-02,2025-04-14,Medium,Analytics,"CrowdStrike, Java, Nessus",Online,Success (Last: 2025-04-16),"Docker, CrowdStrikeSensor, Puppet",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
dc-server-358,Linux Server,RHEL 8,Tomcat,10.0.2.105,SYS-000358,user71@example.com,QA,DAL1-RK03-U18,Maintenance,2025-04-16,2025-04-18,Low,Analytics,"Node.js, Java, .NET",Offline,Success (Last: 2025-04-21),"Ansible, Puppet, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, JAVA, NODE.JS, TOMCAT"
dc-server-359,Linux Server,RHEL 8,SQL Server,10.0.2.106,SYS-000359,user41@example.com,Production,DAL1-RK18-U19,Maintenance,2025-03-30,2025-04-17,Low,Analytics,"Nessus, Node.js, Java",Offline,Success (Last: 2025-04-17),"Ansible, CrowdStrikeSensor, Docker",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS, SQL SERVER"
dc-server-360,Linux Server,Ubuntu 20.04,Docker,10.0.2.107,SYS-000360,user58@example.com,QA,DAL1-RK18-U11,In Use,2025-04-04,2025-04-14,Medium,ERP,"Java, Nessus, CrowdStrike",Offline,Success (Last: 2025-04-21),"Docker, CrowdStrikeSensor, MSSQL",Cross-platform,"CROWDSTRIKE, DOCKER, JAVA"
dc-server-361,Windows Server,2019,SQL Server,10.0.2.108,SYS-000361,user55@example.com,Dev,DAL1-RK15-U03,Maintenance,2025-03-22,2025-04-15,Low,HRMS,"CrowdStrike, Tenable, Java",Online,Success (Last: 2025-04-21),"CrowdStrikeSensor, W3SVC, Docker",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, SQL SERVER"
dc-server-362,Windows Server,2022,Redis,10.0.2.109,SYS-000362,user29@example.com,QA,DAL1-RK12-U13,In Use,2025-04-07,2025-04-15,High,ERP,"Nessus, CrowdStrike, Tenable",Online,Success (Last: 2025-04-18),"Docker, Puppet, MSSQL",Cross-platform,"CROWDSTRIKE, DOCKER, REDIS"
dc-server-363,Windows Server,2019,Nginx,10.0.2.110,SYS-000363,user31@example.com,Dev,DAL1-RK15-U18,Maintenance,2025-04-07,2025-04-17,Medium,HRMS,"CrowdStrike, Tenable, .NET",Offline,Success (Last: 2025-04-21),"W3SVC, CrowdStrikeSensor, Puppet",Windows Server,".NET, CROWDSTRIKE, NGINX"
dc-server-364,Windows Server,2022,SQL Server,10.0.2.111,SYS-000364,user43@example.com,Dev,DAL1-RK08-U04,Maintenance,2025-04-10,2025-04-15,High,Billing,"Node.js, CrowdStrike, Tenable",Online,Success (Last: 2025-04-18),"W3SVC, Docker, Ansible",Windows Server,"CROWDSTRIKE, DOCKER, NODE.JS, SQL SERVER"
dc-server-365,Linux Server,Debian 11,Nginx,10.0.2.112,SYS-000365,user15@example.com,QA,DAL1-RK04-U02,Maintenance,2025-03-24,2025-04-21,High,Web Portal,"CrowdStrike, Tenable, .NET",Offline,Success (Last: 2025-04-18),"MSSQL, W3SVC, CrowdStrikeSensor",Windows Server,".NET, CROWDSTRIKE, NGINX"
dc-server-366,Windows Server,2022,SQL Server,10.0.2.113,SYS-000366,user43@example.com,Dev,DAL1-RK10-U03,In Use,2025-03-27,2025-04-17,Low,Analytics,"Java, Tenable, Node.js",Offline,Success (Last: 2025-04-20),"W3SVC, Docker, CrowdStrikeSensor",Windows Server,"CROWDSTRIKE, DOCKER, JAVA, NODE.JS, SQL SERVER"
dc-server-367,Windows Server,2019,Redis,10.0.2.114,SYS-000367,user79@example.com,QA,DAL1-RK01-U15,Maintenance,2025-04-06,2025-04-21,Low,Web Portal,"Tenable, CrowdStrike, .NET",Online,Success (Last: 2025-04-21),"MSSQL, W3SVC, Puppet",Windows Server,".NET, CROWDSTRIKE, REDIS"
dc-server-368,Windows Server,2019,Redis,10.0.2.115,SYS-000368,user66@example.com,Production,DAL1-RK19-U12,Maintenance,2025-04-12,2025-04-18,Low,Analytics,"Tenable, Node.js, CrowdStrike",Online,Success (Last: 2025-04-18),"Puppet, CrowdStrikeSensor, Ansible",Cross-platform,"CROWDSTRIKE, NODE.JS, REDIS"
dc-server-369,Linux Server,Ubuntu 20.04,Docker,10.0.2.116,SYS-000369,user13@example.com,Dev,DAL1-RK03-U16,In Use,2025-04-13,2025-04-16,Medium,Web Portal,"Tenable, Node.js, .NET",Online,Success (Last: 2025-04-20),"Ansible, Puppet, MSSQL",Windows Server,".NET, DOCKER, NODE.JS"
dc-server-370,Windows Server,2019,Apache,10.0.2.117,SYS-000370,user29@example.com,Dev,DAL1-RK13-U02,In Use,2025-03-24,2025-04-18,Medium,Analytics,"Node.js, .NET, Tenable",Online,Success (Last: 2025-04-19),"MSSQL, Puppet, Docker",Windows Server,".NET, APACHE, DOCKER, NODE.JS"
dc-server-371,Linux Server,RHEL 8,Apache,10.0.2.118,SYS-000371,user99@example.com,Production,DAL1-RK08-U12,In Use,2025-03-31,2025-04-18,Medium,Web Portal,"Java, .NET, Node.js",Online,Success (Last: 2025-04-17),"W3SVC, Puppet, Ansible",Windows Server,".NET, APACHE, JAVA, NODE.JS"
dc-server-372,Linux Server,Debian 11,Docker,10.0.2.119,SYS-000372,user71@example.com,QA,DAL1-RK05-U14,In Use,2025-04-19,2025-04-17,High,Analytics,"Java, Nessus, .NET",Offline,Success (Last: 2025-04-18),"Docker, Puppet, Ansible",Windows Server,".NET, DOCKER, JAVA"
